uid,gender,birth,age,zip,gender_pred,is_edm_ok,is_company,reject,PC,Phone,Tablet,Other,last_login,rfm_new,rfm_lastmonth,nes,frequency,monetary,recency,maxprice,avgprice,cnt_item,acc_discount,day_of_week,part_of_day,order_region0,order_region1,order_region2,order_store0,order_store1,order_store2,categories_0_,sign3_0,sign3_1,sign3_2,region3_0,region3_1,region3_2,sign6_0,sign6_1,sign6_2,region6_0,region6_1,region6_2,sign12_0,sign12_1,sign12_2,region12_0,region12_1,region12_2
1846876,F,,,302,F,FALSE,FALSE,FALSE,3,0,0,0,1,活躍_低價值,低潛力低貢獻,活耀,1,613,33,613,613,4,0,4,下午,,,,,,,,,,,,,,通訊,生活,3C,登山,餐廚,醫療口罩專區,3C,休閒,日用,Qi/行電,SanDisk,醫療口罩專區
9217168,O,,,302,F,FALSE,FALSE,FALSE,,,,,7,未轉換,,潛在,,,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14550753,O,,,320,F,FALSE,FALSE,FALSE,,,,,14,活躍_中價值,低潛力高貢獻,活耀,4,13430,14,5110,2238.333333,28,780,3,晚上,,,,,,,,生活,休閒,,寢具枕,,,,,,,,,,,,,,
9912416,O,,,320,F,TRUE,FALSE,FALSE,,,,,43,活躍_低價值,低潛力高貢獻,活耀,1,4699,43,4699,4699,1,0,,,,,,,,,,,,,,,,休閒,,,,,,休閒,美妝,,草本品牌,貓砂/用品,
14633022,O,,,320,F,FALSE,FALSE,FALSE,,,,,32,活躍_中價值,非潛力,活耀,4,20979,1,18564,5244.75,11,180,1,下午,,,,,,,,,,,,,,,,,,,,,,,,,
11068396,O,,,320,F,FALSE,FALSE,FALSE,16,0,0,0,9,活躍_高價值,高忠誠高貢獻,活耀,19,28448,1,6714,1293.090909,55,100,2,半夜,,,,,,,,家電,通訊,居家,居家安全設備,APPLE,,生活,休閒,食品,餐廚,茶葉,3M科技生活館,生活,家電,日用,健身,冷熱飲水,球/護具
8436715,F,,,320,F,FALSE,FALSE,FALSE,,,,,18,活躍_低價值,低潛力高貢獻,活耀,4,3880,10,1840,970,8,0,6,下午,,,,,,,,家電,,,,,,家電,日用,,除濕機,南紡家電,,家電,日用,,除濕機,南紡家電,
7047104,F,,,320,F,FALSE,FALSE,FALSE,,,,,79,,,潛在,,,,,,,,,,,,,,,,,,,,,,,,,,,,,家電,,,,,
1910468,F,,,324,F,FALSE,FALSE,FALSE,,,,,11,活躍_低價值,低潛力低貢獻,活耀,1,799,11,799,799,1,0,6,晚上,,,,,,,,,,,,,,,,,,,,日用,,,衛生紙,,
13579649,O,,,324,F,FALSE,FALSE,FALSE,,,,,50,活躍_低價值,低潛力低貢獻,活耀,1,950,50,950,950,1,100,,,,,,,,,,,,,,,,日用,,,醫療口罩專區,,,日用,,,醫療口罩專區,,
12192009,O,,,330,F,FALSE,FALSE,FALSE,,,,,1,活躍_低價值,非潛力,活耀,4,2986,1,999,746.5,8,264,2,下午,,,,,,,,衣鞋包錶,居家,,服飾,居家安全設備,,家電,生活,休閒,單車,冷熱飲水,收納,家電,生活,日用,單車,冷熱飲水,收納
11947181,F,,,330,F,FALSE,FALSE,FALSE,,,,,62,活躍_中價值,高忠誠高貢獻,活耀,9,16906,39,4900,1878.444444,22,0,3,下午,,,,,,,,居家,保健,生活,美國ON,玩具,燈飾,周邊,家電,,線材,,,周邊,家電,,線材,,
12952291,F,,,330,F,FALSE,TRUE,FALSE,0,2,0,0,40,活躍_中價值,高忠誠高貢獻,活耀,1,1784,40,1784,1784,2,0,5,晚上,,,,,,,,,,,,,,,,,,,,,,,,,
4667129,F,,,330,F,FALSE,FALSE,FALSE,0,6,0,0,16,活躍_中價值,高忠誠高貢獻,活耀,6,6515,16,1359,814.375,24,100,5,晚上,,,,,,,,日用,家電,,家用清潔,洗髮精,成人紙尿褲,通訊,日用,食品,3M科技生活館,專櫃保養,支架,日用,美妝,食品,美材工具,三花,3M科技生活館
17792548,O,,,330,F,FALSE,FALSE,FALSE,,,,,47,沉睡_低價值,高流失低潛力,潛在,,,239,,,,,,,,,,,,,,,,,,,,通訊,休閒,,APPLE,,,通訊,休閒,,APPLE,,
6970844,O,,,333,F,FALSE,TRUE,FALSE,0,0,2,0,18,待喚回_低價值,,潛在,,,162,,,,,,,,,,,,,,,,,,,,休閒,,,18+女,,,休閒,,,18+女,,
18213303,O,,,333,F,FALSE,FALSE,FALSE,,,,,3,活躍_低價值,,活耀,2,12039,19,10069,6019.5,6,0,5,晚上,,,,,,,,通訊,,,APPLE周邊,,,,,,,,,,,,,,
20021617,O,,,333,F,FALSE,FALSE,FALSE,,,,,50,流失_低價值,沉睡1,潛在,,,397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9126148,F,,,333,F,FALSE,FALSE,FALSE,,,,,23,活躍_低價值,高忠誠高貢獻,活耀,3,5375,23,2659,1791.666667,6,201,1,下午,,,,,,,,衣鞋包錶,食品,家電,機能服,電暖器,咖啡,生活,,,杯瓶,,,生活,,,杯瓶,,
20241774,O,,,333,F,TRUE,FALSE,FALSE,,,,,5,,,活耀,1,1245,5,1245,1245,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
13922870,O,,,334,F,FALSE,FALSE,FALSE,,,,,71,未轉換,,潛在,,,528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7904690,F,,,334,F,FALSE,FALSE,FALSE,,,,,22,,,潛在,,,763,,,,,2,晚上,,,,,,,,,,,,,,,,,,,,,,,,,
17344494,O,,,334,F,FALSE,FALSE,FALSE,,,,,20,活躍_低價值,非潛力,活耀,1,2085,20,2085,2085,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
17332999,O,,,338,F,FALSE,FALSE,FALSE,,,,,84,活躍_中價值,低潛力高貢獻,活耀,1,1237,84,1237,1237,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
17577825,O,,,338,F,FALSE,FALSE,FALSE,,,,,76,活躍_低價值,低潛力高貢獻,活耀,1,627,76,627,627,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10090705,O,,,404,F,FALSE,FALSE,FALSE,,,,,50,未轉換,,潛在,,,496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504457,F,,,404,F,FALSE,TRUE,FALSE,,,,,79,待喚回_低價值,非潛力,潛在,,,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14151224,O,,,404,F,FALSE,FALSE,FALSE,,,,,19,活躍_低價值,高流失低潛力,活耀,1,4688,19,2829,2344,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1586088,F,,,406,F,FALSE,FALSE,FALSE,,,,,71,待喚回_中價值,待喚回忠誠,潛在,,,173,,,,,4,下午,,,,,,,,,,,,,,食品,休閒,日用,泡麵,貓食,家用清潔,生活,食品,休閒,小動物,開運,醫療保健
14165443,O,,,407,F,FALSE,FALSE,FALSE,,,,,83,流失_低價值,沉睡1,潛在,,,481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10078692,F,,,407,F,FALSE,FALSE,FALSE,,,,,48,活躍_低價值,非潛力,活耀,3,2727,57,979,909,5,100,7,晚上,,,,,,,,周邊,,,,,,,,,,,,,,,,,
8717403,F,,,407,F,FALSE,FALSE,FALSE,0,3,0,0,7,活躍_低價值,低潛力高貢獻,活耀,1,790,7,790,790,1,0,3,晚上,,,,,,,,通訊,,,Qi/行電,,,生活,家電,食品,餐具,電風扇,,生活,衣鞋包錶,食品,眼鏡,餐具,電風扇
5041930,F,,,407,F,FALSE,FALSE,FALSE,14,0,0,0,25,活躍_高價值,高忠誠高貢獻,活耀,4,8736,16,5576,1747.2,7,200,3,下午,,,,,,,,保健,3C,家電,線材,網　路,窈窕保健,美妝,3C,通訊,南紡3C,USBHUB/周邊,收納,生活,美妝,周邊,杯瓶,收納,USBHUB/周邊
12235080,F,,,407,F,FALSE,FALSE,FALSE,,,,,21,活躍_低價值,低潛力高貢獻,潛在,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12797363,F,,,407,F,FALSE,FALSE,FALSE,,,,,81,流失_低價值,沉睡忠誠,潛在,,,615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18748671,O,,,407,F,FALSE,FALSE,FALSE,,,,,15,活躍_低價值,非潛力,活耀,2,3710,0,2920,1855,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
11760019,O,,,408,F,FALSE,FALSE,FALSE,,,,,19,活躍_低價值,低潛力高貢獻,活耀,4,12373,6,5045,3093.25,5,0,4,早上,,,,,,,,,,,,,,,,,,,,,,,,,
16137398,O,,,408,F,FALSE,FALSE,FALSE,,,,,19,活躍_高價值,高忠誠高貢獻,活耀,2,3758,62,2560,1252.666667,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
8503734,F,,,408,F,FALSE,FALSE,FALSE,,,,,28,活躍_低價值,非潛力,活耀,2,1680,51,890,840,2,0,2,早上,,,,,,,,居家,,,,,,,,,,,,食品,日用,,嬰童紙尿褲,茶葉,
1374515,F,,,412,F,FALSE,FALSE,FALSE,,,,,28,活躍_低價值,低潛力高貢獻,活耀,4,4498,17,2288,1124.5,9,0,4,下午,,,,,,,,3C,食品,家電,電風扇,醫療口罩,床包,生活,日用,食品,進口食材,鍋具,家用清潔,食品,生活,衣鞋包錶,進口食材,家用清潔,文具
20862601,O,,,412,F,TRUE,FALSE,FALSE,,,,,54,活躍_低價值,非潛力,活耀,2,380,39,190,190,2,0,4,下午,,,,,,,,通訊,,,安卓殼套,,,生活,,,燈飾,,,周邊,生活,,燈飾,,
6245084,F,,,500,F,FALSE,FALSE,FALSE,,,,,12,活躍_低價值,非潛力,活耀,1,729,12,729,729,1,0,,,,,,,,,,,,,,,,日用,,,沐浴乳/洗手乳,,,日用,,,沐浴乳/洗手乳,,
16453591,O,,,500,F,FALSE,FALSE,FALSE,,,,,20,活躍_低價值,,活耀,1,2950,20,2950,2950,2,0,,,,,,,,,,,,,,,,休閒,,,貓食,,,休閒,,,貓食,,
18761097,O,,,600,F,FALSE,FALSE,FALSE,,,,,68,未轉換,沉睡1,潛在,,,498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10122808,F,,,600,F,FALSE,TRUE,FALSE,,,,,19,活躍_中價值,非潛力,活耀,1,3160,19,3160,3160,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
6317474,F,,,701,F,FALSE,FALSE,FALSE,,,,,20,活躍_低價值,非潛力,活耀,2,2040,47,1341,1020,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
9750508,O,,,701,F,FALSE,FALSE,FALSE,,,,,27,,,活耀,1,490,29,490,490,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
20665103,O,,,710,F,FALSE,FALSE,FALSE,,,,,70,未轉換,,潛在,,,599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1300067,F,,,710,F,FALSE,FALSE,FALSE,,,,,33,活躍_低價值,高潛力高貢獻,活耀,1,648,74,648,648,4,0,6,晚上,,,,,,,,日用,,,,,,食品,日用,,泡麵,,,食品,日用,,泡麵,,
9793103,F,,,710,F,TRUE,FALSE,FALSE,,,,,24,活躍_中價值,非潛力,潛在,,,90,,,,,,,,,,,,,,,,,,,,3C,,,電腦機殼,,,3C,家電,,電腦機殼,食物調理,
12964647,O,,,807,F,FALSE,FALSE,FALSE,,,,,51,未轉換,沉睡1,潛在,,,424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20388075,F,20000402,23,807,F,FALSE,FALSE,FALSE,,,,,70,未轉換,,潛在,,,664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11771839,O,,,807,F,FALSE,FALSE,FALSE,,,,,11,,,潛在,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20722529,O,,,813,F,FALSE,FALSE,FALSE,,,,,24,待喚回_低價值,非潛力,潛在,,,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10980000,O,,,830,F,TRUE,FALSE,FALSE,,,,,47,,,潛在,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19363816,O,,,830,F,FALSE,FALSE,FALSE,,,,,62,,,活耀,1,2999,77,2999,2999,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
12021750,O,,,335,M,FALSE,FALSE,FALSE,1,0,0,0,51,活躍_低價值,非潛力,活耀,1,760,51,760,760,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
13879717,O,,,812,M,FALSE,FALSE,FALSE,1,0,0,0,3,活躍_高價值,低潛力高貢獻,活耀,5,77859,1,24900,15571.8,5,600,2,半夜,,,,,,,,休閒,數位,,機能鞋,電玩/遊戲,,,,,,,,,,,,,
3440931,M,,,804,M,FALSE,TRUE,FALSE,,,,,29,活躍_中價值,,活耀,1,35650,29,35650,35650,1,150,,,,,,,,,,,,,,,,,,,,,,,,,,,
8201651,M,,,401,M,TRUE,FALSE,FALSE,,,,,8,流失_低價值,沉睡1,潛在,,,417,,,,,2,晚上,,,,,,,,,,,,,,通訊,,,APPLE周邊,,,通訊,,,APPLE周邊,,
6195738,M,,,804,M,FALSE,FALSE,FALSE,3,0,0,0,-1,活躍_高價值,高忠誠高貢獻,活耀,12,127808,9,39287,9129.142857,28,3743,1,下午,,,,,,,,,,,,,,周邊,數位,食品,電玩/遊戲,Logitech/羅技,茶葉,周邊,通訊,數位,飛利浦,Logitech/羅技,茶葉
9255366,O,,,510,M,FALSE,FALSE,FALSE,,,,,50,活躍_中價值,低潛力高貢獻,活耀,2,1197,50,798,598.5,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
17382288,O,,,612,M,FALSE,FALSE,FALSE,,,,,76,,,活耀,1,25999,75,25999,25999,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
337014,M,,,708,M,FALSE,FALSE,FALSE,,,,,11,活躍_中價值,低潛力高貢獻,活耀,1,12900,36,12900,12900,1,0,2,下午,,,,,,,,,,,,,,,,,,,,周邊,,,,,
10985444,O,,,244,M,FALSE,FALSE,FALSE,,,,,74,,,潛在,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21065343,O,,,704,M,FALSE,FALSE,FALSE,,,,,51,活躍_低價值,低潛力高貢獻,活耀,1,980,51,980,980,1,0,,,,,,,,,,,,,,,,周邊,休閒,,,,,休閒,周邊,,,,
16603310,O,,,542,M,FALSE,FALSE,FALSE,0,1,0,0,18,沉睡_低價值,,潛在,,,198,,,,,1,下午,,,,,,,,,,,,,,,,,,,,,,,,,
13842297,O,,,811,M,FALSE,FALSE,FALSE,,,,,41,活躍_中價值,低潛力高貢獻,活耀,2,58820,43,58030,29410,13,1000,6,半夜,,,,,,,,周邊,,,,,,,,,,,,,,,,,
9896564,O,,,806,M,FALSE,FALSE,FALSE,,,,,27,,,潛在,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7296364,M,,,436,M,FALSE,FALSE,FALSE,,,,,-1,活躍_低價值,低潛力高貢獻,活耀,1,658,72,658,658,1,0,1,半夜,,,,,,,,,,,,,,家電,,,投影機,,,家電,,,投影機,,
2532139,M,,,436,M,FALSE,FALSE,FALSE,,,,,7,活躍_中價值,低潛力高貢獻,活耀,1,22999,27,22999,22999,3,0,7,下午,,,,,,,,,,,,,,,,,,,,,,,,,
9042440,F,,,243,M,FALSE,FALSE,FALSE,,,,,32,活躍_中價值,低潛力高貢獻,活耀,3,3624,32,2677,1208,7,500,,,,,,,,,,,,,,,,,,,,,,,,,,,
20530200,M,19910603,32,700,M,FALSE,FALSE,FALSE,,,,,15,活躍_低價值,非潛力,活耀,1,882,15,882,882,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7245697,M,,,420,M,FALSE,FALSE,FALSE,,,,,50,,,活耀,1,999,50,999,999,1,0,4,半夜,,,,,,,,周邊,居家,,電腦椅,電競椅,,,,,,,,,,,,,
8456593,M,,,402,M,FALSE,FALSE,FALSE,16,0,0,0,19,活躍_中價值,低潛力高貢獻,活耀,3,13050,14,9789,4350,9,100,5,早上,,,,,,,,通訊,,,安卓殼套,,,家電,數位,周邊,電玩/遊戲,Nintendo,充電/傳輸,數位,周邊,3C,充電/傳輸,辦公品,露天
7394273,M,19771220,46,802,M,FALSE,FALSE,FALSE,,,,,57,沉睡_低價值,高流失低潛力,潛在,,,342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6086644,M,,,920,M,FALSE,FALSE,FALSE,,,,,71,活躍_高價值,高忠誠高貢獻,活耀,3,54717,16,44185,18239,8,500,3,下午,,,,,,,,,,,,,,,,,,,,,,,,,
15287745,O,,,411,M,FALSE,FALSE,FALSE,,,,,13,沉睡_中價值,高流失低潛力,潛在,,,348,,,,,4,半夜,,,,,,,,家電,,,清淨機,,,,,,,,,3C,,,外接硬碟/SSD,,
9381823,M,,,265,M,FALSE,FALSE,FALSE,,,,,49,活躍_中價值,高忠誠高貢獻,活耀,2,7242,21,5610,2414,15,0,2,下午,,,,,,,,,,,,,,,,,,,,食品,,,零食,泡麵,
11063736,O,,,204,M,FALSE,FALSE,FALSE,2,0,0,0,32,活躍_中價值,高忠誠高貢獻,活耀,4,5124,0,1415,1281,16,0,3,下午,,,,,,,,,,,,,,食品,,,飲料,,,食品,,,飲料,,
8955947,M,19790205,44,202,M,FALSE,FALSE,FALSE,,,,,45,活躍_中價值,低潛力高貢獻,活耀,1,3699,46,3699,3699,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10161463,M,,,327,M,FALSE,FALSE,FALSE,,,,,9,活躍_中價值,低潛力高貢獻,活耀,1,872,62,872,872,1,232,1,早上,,,,,,,,,,,,,,,,,,,,,,,,,
11554214,M,,,350,M,FALSE,FALSE,FALSE,,,,,49,活躍_低價值,非潛力,活耀,1,699,50,699,699,1,0,2,半夜,,,,,,,,,,,,,,,,,,,,,,,,,
8765554,M,19821107,41,640,M,FALSE,FALSE,FALSE,8,0,0,0,20,沉睡_低價值,非潛力,潛在,,,187,,,,,7,晚上,,,,,,,,周邊,,,Razer雷蛇,,,周邊,,,延長線,,,周邊,,,延長線,,
19706083,O,,,203,M,FALSE,FALSE,FALSE,,,,,22,未轉換,,潛在,,,156,,,,,3,半夜,,,,,,,,周邊,,,,,,,,,,,,,,,,,
7029415,M,,,403,M,FALSE,FALSE,FALSE,,,,,80,流失_中價值,流失忠誠,潛在,,,386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10000087,M,,,521,M,FALSE,FALSE,FALSE,,,,,29,活躍_低價值,高潛力低貢獻,活耀,2,4840,26,2995,2420,4,0,5,晚上,,,,,,,,數位,,,智慧穿戴,,,,,,,,,,,,,,
14793461,O,,,505,M,FALSE,FALSE,FALSE,,,,,3,活躍_低價值,低潛力高貢獻,活耀,1,1400,75,1400,1400,1,247,5,晚上,,,,,,,,休閒,,,,,,,,,,,,休閒,,,機能服,運動鞋,Mizuno
7294523,M,,,744,M,FALSE,FALSE,FALSE,,,,,4,活躍_低價值,非潛力,活耀,1,4398,4,4398,4398,3,0,2,下午,,,,,,,,,,,,,,,,,,,,,,,,,
13400251,O,,,811,M,FALSE,FALSE,FALSE,,,,,18,沉睡_低價值,高流失低潛力,潛在,,,252,,,,,6,早上,,,,,,,,,,,,,,,,,,,,,,,,,
7135970,M,,,704,M,FALSE,FALSE,FALSE,,,,,0,活躍_高價值,高忠誠高貢獻,活耀,2,2738,19,2098,1369,27,100,2,下午,,,,,,,,,,,,,,周邊,,,,,,周邊,,,,,
8009074,M,,,413,M,FALSE,FALSE,FALSE,,,,,18,活躍_低價值,非潛力,活耀,2,5966,20,4976,2983,3,0,5,下午,,,,,,,,,,,,,,,,,,,,,,,,,
395640,M,,,978,M,FALSE,FALSE,FALSE,,,,,26,活躍_低價值,低潛力低貢獻,活耀,2,978,26,579,489,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
5715744,O,,,741,M,FALSE,FALSE,FALSE,,,,,68,活躍_低價值,低潛力高貢獻,活耀,1,2980,68,2980,2980,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
6550339,M,,,722,M,FALSE,FALSE,FALSE,,,,,26,待喚回_低價值,低潛力高貢獻,潛在,,,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9159084,O,,,310,M,FALSE,FALSE,FALSE,,,,,3,沉睡_低價值,高流失低潛力,潛在,,,320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9887276,M,,,310,M,FALSE,FALSE,FALSE,0,14,0,0,45,活躍_中價值,高忠誠高貢獻,活耀,2,10681,29,9990,5340.5,5,0,2,晚上,,,,,,,,書店,家電,3C,隨身碟,音響,CD,生活,筆電,休閒,特仕筆電,嬰童,婦幼,休閒,筆電,生活,其他品牌,單車,嬰童
7884882,M,,,632,M,FALSE,FALSE,FALSE,4,0,0,0,6,活躍_高價值,高忠誠高貢獻,活耀,7,50018,9,9891,6252.25,30,0,3,下午,,,,,,,,居家,3C,,外接硬碟/SSD,,,通訊,休閒,家電,線材,文具,MUJI無印良品,家電,日用,生活,南紡生活,Bosch,電工
1689491,M,,,204,M,FALSE,FALSE,FALSE,2,0,0,0,0,活躍_高價值,高忠誠高貢獻,活耀,3,3875,67,1563,968.75,13,329,,,,,,,,,,,,,,,,通訊,,,,,,通訊,,,,,
2705470,M,,,244,M,FALSE,FALSE,FALSE,11,0,0,0,34,待喚回_中價值,,潛在,,,180,,,,,,,,,,,,,,,,,,,,家電,休閒,生活,18+男,GoPro旗艦館,燈飾,家電,周邊,通訊,辦公品,烤箱/微波爐,玩具
15778763,O,,,806,M,FALSE,FALSE,FALSE,,,,,42,流失_低價值,高流失低潛力,潛在,,,375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18504913,O,,,239,M,FALSE,FALSE,FALSE,,,,,4,,,活耀,1,3790,5,3790,3790,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1297932,M,,,510,M,FALSE,FALSE,FALSE,,,,,32,活躍_低價值,,活耀,1,495,26,495,495,1,0,7,下午,,,,,,,,3C,,,,,,,,,,,,,,,,,
11256642,O,,,608,M,FALSE,FALSE,FALSE,,,,,44,未轉換,,潛在,,,577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9491865,O,,,328,M,FALSE,FALSE,FALSE,13,0,0,0,39,活躍_低價值,低潛力高貢獻,活耀,1,890,84,890,890,2,0,6,下午,,,,,,,,,,,,,,日用,3C,,除濕除蟲,,,通訊,3C,日用,安卓保貼,除濕除蟲,
8035220,O,,,802,M,FALSE,FALSE,FALSE,,,,,31,,,活耀,1,1490,32,1490,1490,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
16405808,O,,,702,M,FALSE,FALSE,FALSE,,,,,8,活躍_中價值,沉睡1,活耀,1,59999,19,59999,59999,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
9534698,O,19891119,34,812,M,FALSE,FALSE,FALSE,,,,,19,活躍_低價值,非潛力,活耀,1,467,19,467,467,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1075490,M,,,326,M,FALSE,FALSE,FALSE,,,,,90,活躍_高價值,低潛力高貢獻,活耀,1,3799,89,3799,3799,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
20270844,O,,,717,M,FALSE,FALSE,FALSE,,,,,36,流失_低價值,沉睡1,潛在,,,495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6950629,M,,,328,M,FALSE,FALSE,FALSE,,,,,13,,,潛在,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6847605,M,,,704,M,TRUE,FALSE,FALSE,25,0,0,0,48,活躍_低價值,低潛力高貢獻,活耀,3,3164,37,1626,1054.666667,5,288,1,晚上,,,,,,,,,,,,,,衣鞋包錶,家電,生活,車電,床/櫃子,支架,家電,衣鞋包錶,生活,車電,品牌家具,支架
7651556,M,,,327,M,FALSE,FALSE,FALSE,,,,,71,流失_低價值,待喚回低潛力,潛在,,,414,,,,,,,,,,,,,,,,,,,,,,,,,,休閒,,,汽百,,
15925734,O,,,704,M,FALSE,FALSE,FALSE,,,,,19,活躍_中價值,,活耀,3,6277,13,3488,2092.333333,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
15693959,O,,,833,M,FALSE,FALSE,FALSE,,,,,36,流失_中價值,沉睡1,潛在,,,426,,,,,2,下午,,,,,,,,,,,,,,,,,,,,,,,,,
16730085,O,,,402,M,FALSE,FALSE,FALSE,1,0,0,0,40,待喚回_低價值,非潛力,潛在,,,177,,,,,5,半夜,,,,,,,,3C,,,南紡3C,,,,,,,,,,,,,,
6724127,M,,,427,M,FALSE,FALSE,FALSE,,,,,9,活躍_中價值,低潛力高貢獻,活耀,1,12589,55,12589,12589,3,0,,,,,,,,,,,,,,,,周邊,,,USBHUB/周邊,,,周邊,,,USBHUB/周邊,,
19873946,M,19801220,43,325,M,FALSE,FALSE,FALSE,,,,,79,,,潛在,,,792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11137760,O,,,973,M,FALSE,FALSE,FALSE,2,0,0,0,5,活躍_高價值,高忠誠高貢獻,活耀,5,20489,5,12980,4097.8,8,0,6,下午,,,,,,,,家電,食品,,除濕機,南紡食品,,家電,,,,,,家電,通訊,食品,達摩,APPLE,
8928181,O,,,741,M,FALSE,FALSE,FALSE,,,,,7,,,活耀,1,675,7,675,675,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
20953189,O,,,207,M,FALSE,FALSE,FALSE,,,,,47,活躍_低價值,,活耀,1,1278,21,1278,1278,3,0,3,下午,,,,,,,,居家,周邊,衣鞋包錶,辦公用品,電腦包,辦公設備,,,,,,,,,,,,
7874806,M,,,640,M,FALSE,FALSE,FALSE,,,,,75,活躍_中價值,低潛力高貢獻,活耀,2,5173,49,4799,2586.5,3,100,,,,,,,,,,,,,,,,,,,,,,,,,,,
19725409,O,,,906,M,FALSE,FALSE,FALSE,,,,,67,,,潛在,,,803,,,,,2,下午,,,,,,,,通訊,3C,周邊,主機板,安卓保貼,電腦機殼,,,,,,,,,,,,
19250320,O,,,350,M,FALSE,FALSE,FALSE,,,,,77,,,潛在,,,780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16874144,O,,,704,M,FALSE,FALSE,FALSE,,,,,89,,,活耀,1,13999,89,13999,13999,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7345609,M,,,265,M,FALSE,TRUE,FALSE,,,,,34,沉睡_低價值,非潛力,潛在,,,279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3331189,M,,,711,M,FALSE,FALSE,FALSE,,,,,26,活躍_中價值,高忠誠高貢獻,活耀,1,1998,26,1998,1998,1,0,,,,,,,,,,,,,,,,,,,,,,周邊,生活,,USBHUB/周邊,收納,
11983604,O,,,700,M,FALSE,FALSE,FALSE,,,,,45,活躍_低價值,非潛力,活耀,2,5077,50,3580,2538.5,2,500,7,下午,,,,,,,,通訊,衣鞋包錶,,Qi/行電,行李箱,,,,,,,,,,,,,
5219755,M,,,802,M,FALSE,FALSE,FALSE,,,,,62,流失_低價值,沉睡1,潛在,,,471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5915401,M,,,702,M,FALSE,FALSE,FALSE,,,,,59,待喚回_低價值,非潛力,潛在,,,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20192672,O,,,975,M,FALSE,FALSE,FALSE,,,,,69,活躍_低價值,低潛力高貢獻,活耀,3,3783,45,1420,1261,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
9839742,O,,,822,M,FALSE,FALSE,FALSE,,,,,4,流失_低價值,沉睡1,潛在,,,398,,,,,2,半夜,,,,,,,,,,,,,,,,,,,,休閒,生活,家電,清淨機,,
